 wsk1 |  isk1  | dmoy1 |        mean1         |          cov1          | w_warehouse_sk | i_item_sk | d_moy |         mean         |          cov           
    5 |  46711 |     1 | 151.2500000000000000 |     1.1598281662098711 |              5 |     46711 |     2 | 314.7500000000000000 |     1.4556603392677871
    5 |  46757 |     1 | 234.7500000000000000 |     1.4350129380699425 |              5 |     46757 |     2 | 243.7500000000000000 |     1.1095969696339405
    5 |  46865 |     1 | 304.0000000000000000 |     1.0307554110706974 |              5 |     46865 |     2 | 355.0000000000000000 |     1.1798367734038254
    5 |  46935 |     1 | 297.6666666666666667 |     1.0339415533719742 |              5 |     46935 |     2 | 358.0000000000000000 |     1.5241366132886648
    5 |  47017 |     1 | 206.7500000000000000 |     1.4669308560150230 |              5 |     47017 |     2 | 436.0000000000000000 |     1.0452426485078670
    5 |  47339 |     1 | 306.7500000000000000 |     1.4729652934737474 |              5 |     47339 |     2 | 406.7500000000000000 |     1.0283449602486023
    5 |  47527 |     1 | 258.2500000000000000 |     1.0347510888287551 |              5 |     47527 |     2 | 294.5000000000000000 |     1.0102899511192292
    5 |  47659 |     1 | 296.5000000000000000 |     1.3356115962401619 |              5 |     47659 |     2 | 204.2500000000000000 |     1.4615208485424480
    5 |  48333 |     1 | 325.5000000000000000 |     1.3360082040851828 |              5 |     48333 |     2 | 469.0000000000000000 |     1.0234245435184797
    5 |  49719 |     1 | 269.7500000000000000 |     1.5561271970869620 |              5 |     49719 |     2 | 328.7500000000000000 |     1.2132456445221688
    5 |  49915 |     1 | 213.7500000000000000 |     1.0814904761329965 |              5 |     49915 |     2 | 410.5000000000000000 |     1.2901899612880000
    5 |  50045 |     1 | 351.0000000000000000 |     1.3911275697407835 |              5 |     50045 |     2 | 180.3333333333333333 |     1.4934161117229094
    5 |  50105 |     1 | 466.5000000000000000 |     1.0593061120958757 |              5 |     50105 |     2 | 179.0000000000000000 |     1.0089639126466257
    5 |  50243 |     1 | 324.7500000000000000 |     1.4286395621608591 |              5 |     50243 |     2 | 342.3333333333333333 |     1.1236645240499503
    5 |  50803 |     1 | 380.7500000000000000 |     1.0233292872359291 |              5 |     50803 |     2 | 170.0000000000000000 |     1.1950735090535294
    5 |  50841 |     1 | 287.7500000000000000 |     1.0185212266276386 |              5 |     50841 |     2 | 355.3333333333333333 |     1.1291679804779296
    5 |  50853 |     1 | 323.2500000000000000 |     1.2129766285999196 |              5 |     50853 |     2 | 363.5000000000000000 |     1.1385870441938404
    5 |  51065 |     1 | 295.5000000000000000 |     1.0957240347184569 |              5 |     51065 |     2 | 149.6666666666666667 |     1.1692904865190156
    5 |  51151 |     1 | 423.6666666666666667 |     1.0747802936743643 |              5 |     51151 |     2 | 368.2500000000000000 |     1.0745912528945309
    5 |  51315 |     1 | 216.0000000000000000 |     1.1457748769226481 |              5 |     51315 |     2 | 422.0000000000000000 |     1.1267284530691137
    5 |  51705 |     1 | 174.7500000000000000 |     1.0624004175612475 |              5 |     51705 |     2 | 345.7500000000000000 |     1.1268112277672856
    5 |  52163 |     1 | 371.2500000000000000 |     1.1018456657053064 |              5 |     52163 |     2 | 304.7500000000000000 |     1.0508554914784249
    5 |  52915 |     1 | 372.2500000000000000 |     1.0844215500250934 |              5 |     52915 |     2 | 383.6666666666666667 |     1.1443421424866116
    5 |  53053 |     1 | 220.5000000000000000 |     1.0035868915594739 |              5 |     53053 |     2 | 385.0000000000000000 |     1.2377951987122649
    5 |  53219 |     1 | 300.3333333333333333 |     1.5389260739496926 |              5 |     53219 |     2 | 290.0000000000000000 |     1.5261143372216517
    5 |  53541 |     1 | 469.7500000000000000 |     1.0767863187975945 |              5 |     53541 |     2 | 345.7500000000000000 |     1.0320243957564396
    5 |  53739 |     1 | 330.5000000000000000 |     1.3805712225296641 |              5 |     53739 |     2 | 248.7500000000000000 |     1.3581054423964462
    5 |  53771 |     1 | 403.0000000000000000 | 1.00179938966321588089 |              5 |     53771 |     2 | 241.0000000000000000 |     1.2034053482040954
    5 |  53811 |     1 | 252.7500000000000000 |     1.6056655367186192 |              5 |     53811 |     2 | 242.0000000000000000 |     1.1899391557207149
    5 |  53847 |     1 | 350.0000000000000000 |     1.2105758454351457 |              5 |     53847 |     2 | 359.0000000000000000 |     1.1593523128434596
    5 |  54529 |     1 | 315.5000000000000000 |     1.0724541252280571 |              5 |     54529 |     2 | 310.5000000000000000 |     1.0291740730086151
    5 |  54605 |     1 | 460.2500000000000000 |     1.0043388545464943 |              5 |     54605 |     2 | 300.7500000000000000 |     1.3012472828263308
    5 |  54615 |     1 | 331.5000000000000000 |     1.3032948515987360 |              5 |     54615 |     2 | 417.7500000000000000 |     1.0492577093273154
    5 |  54939 |     1 | 509.5000000000000000 |     1.0755795003328243 |              5 |     54939 |     2 | 342.3333333333333333 |     1.0903146034911383
    5 |  55159 |     1 | 356.2500000000000000 |     1.0167588825370611 |              5 |     55159 |     2 | 349.3333333333333333 |     1.2517181973604924
    5 |  55523 |     1 | 256.0000000000000000 |     1.0822874057503555 |              5 |     55523 |     2 | 325.2500000000000000 |     1.1218763422372975
    5 |  55903 |     1 | 306.2500000000000000 |     1.3113809112871837 |              5 |     55903 |     2 | 352.0000000000000000 |     1.1941306652954261
    5 |  56027 |     1 | 360.2500000000000000 |     1.0040404337666149 |              5 |     56027 |     2 | 338.7500000000000000 |     1.2181605645081565
    5 |  56041 |     1 | 279.7500000000000000 |     1.6047705882765433 |              5 |     56041 |     2 | 430.0000000000000000 | 1.00216099657745348837
    5 |  56191 |     1 | 254.7500000000000000 |     1.6659912026811227 |              5 |     56191 |     2 | 229.6666666666666667 |     1.0540997698156807
    5 |  56449 |     1 | 295.6666666666666667 |     1.0018603155248997 |              5 |     56449 |     2 | 315.7500000000000000 |     1.4498492159691085
    5 |  56505 |     1 | 276.2500000000000000 |     1.1080170858367783 |              5 |     56505 |     2 | 332.7500000000000000 |     1.1716641305131991
    5 |  57913 |     1 | 273.5000000000000000 |     1.1095973506456051 |              5 |     57913 |     2 | 370.0000000000000000 |     1.3726138070330838
    5 |  58233 |     1 | 176.0000000000000000 |     1.4917559263504375 |              5 |     58233 |     2 | 225.3333333333333333 |     1.0993144908112722
    5 |  58279 |     1 | 440.0000000000000000 |     1.1795826758884682 |              5 |     58279 |     2 | 338.3333333333333333 |     1.2586148091598138
    5 |  58531 |     1 | 412.3333333333333333 |     1.1741816784017219 |              5 |     58531 |     2 | 145.3333333333333333 |     1.4078515240051514
    5 |  58535 |     1 | 315.0000000000000000 |     1.1079501522787429 |              5 |     58535 |     2 | 343.5000000000000000 |     1.1178243239487278
    5 |  59005 |     1 | 287.0000000000000000 |     1.2134593441840627 |              5 |     59005 |     2 | 304.2500000000000000 |     1.0730836702728085
    5 |  59135 |     1 | 344.5000000000000000 |     1.0981085141190131 |              5 |     59135 |     2 | 364.3333333333333333 |     1.0263502145043760
    5 |  59295 |     1 | 231.7500000000000000 |     1.2285610076895577 |              5 |     59295 |     2 | 324.6666666666666667 |     1.0442084141057618
    5 |  59775 |     1 | 270.3333333333333333 |     1.0425158284217090 |              5 |     59775 |     2 | 225.0000000000000000 |     1.1709150162623422
    5 |  60251 |     1 | 215.7500000000000000 |     1.0140746974882642 |              5 |     60251 |     2 | 308.7500000000000000 |     1.0209414312933603
    5 |  60921 |     1 | 488.2500000000000000 |     1.0725551954842519 |              5 |     60921 |     2 | 265.2500000000000000 |     1.1649016258690292
    5 |  61461 |     1 | 362.2500000000000000 |     1.0149058092554258 |              5 |     61461 |     2 | 288.3333333333333333 |     1.1297649044601260
    5 |  62165 |     1 | 220.0000000000000000 |     1.0697763727075409 |              5 |     62165 |     2 | 324.0000000000000000 |     1.2340765483123179
    5 |  62465 |     1 | 464.0000000000000000 |     1.0132955140290948 |              5 |     62465 |     2 | 168.5000000000000000 |     1.0119637027483858
    5 |  62493 |     1 | 415.7500000000000000 |     1.1362745965646302 |              5 |     62493 |     2 | 336.0000000000000000 |     1.0903937681126607
    5 |  62693 |     1 | 181.0000000000000000 |     1.0794285054957790 |              5 |     62693 |     2 | 330.0000000000000000 |     1.2355339858460364
    5 |  63135 |     1 | 346.7500000000000000 |     1.2266433759635674 |              5 |     63135 |     2 | 132.6666666666666667 |     1.0674903361564598
    5 |  64503 |     1 | 194.3333333333333333 |     1.1711674056171612 |              5 |     64503 |     2 | 300.2500000000000000 |     1.0263356938799167
    5 |  64545 |     1 | 373.0000000000000000 |     1.1132194624198660 |              5 |     64545 |     2 | 324.0000000000000000 |     1.1501873567584568
    5 |  65183 |     1 | 299.5000000000000000 |     1.3551772844881870 |              5 |     65183 |     2 | 296.7500000000000000 |     1.3142645753604044
    5 |  65433 |     1 | 357.0000000000000000 |     1.0184169279574566 |              5 |     65433 |     2 | 367.7500000000000000 |     1.0859863640472604
    5 |  65667 |     1 | 254.0000000000000000 |     1.2972903938304370 |              5 |     65667 |     2 | 305.2500000000000000 |     1.0251059556823325
    5 |  66059 |     1 | 370.3333333333333333 |     1.2196325905190198 |              5 |     66059 |     2 | 431.7500000000000000 |     1.0076923283416931
    5 |  66153 |     1 | 293.2500000000000000 |     1.4685956246325797 |              5 |     66153 |     2 | 445.2500000000000000 |     1.0543202647673622
    5 |  66197 |     1 | 454.3333333333333333 |     1.0543731789597293 |              5 |     66197 |     2 | 385.0000000000000000 |     1.0654385885955506
    5 |  66231 |     1 | 365.2500000000000000 |     1.1854406501807693 |              5 |     66231 |     2 | 282.7500000000000000 |     1.0062265061717206
    5 |  66423 |     1 | 410.3333333333333333 |     1.0885819677087076 |              5 |     66423 |     2 | 337.7500000000000000 |     1.0200940527054508
    5 |  66807 |     1 | 482.2500000000000000 |     1.0180397614304178 |              5 |     66807 |     2 | 278.0000000000000000 |     1.0844394096588309
    5 |  66911 |     1 | 452.0000000000000000 |     1.1059896565146681 |              5 |     66911 |     2 | 408.0000000000000000 |     1.2189112623621397
    5 |  67009 |     1 | 175.0000000000000000 |     1.0754097463055543 |              5 |     67009 |     2 | 393.3333333333333333 |     1.1860580496811475
    5 |  67125 |     1 | 302.5000000000000000 |     1.2454418406747438 |              5 |     67125 |     2 | 135.0000000000000000 |     1.1604202761036593
    5 |  67145 |     1 | 474.0000000000000000 |     1.0242639571455949 |              5 |     67145 |     2 | 410.6666666666666667 |     1.0723146056001331
    5 |  68961 |     1 | 407.2500000000000000 |     1.1539070087977090 |              5 |     68961 |     2 | 106.5000000000000000 |     1.3357226932475493
    5 |  69029 |     1 | 336.0000000000000000 |     1.1729110908588571 |              5 |     69029 |     2 | 400.2500000000000000 |     1.0340907271194428
    5 |  69073 |     1 | 311.0000000000000000 |     1.3274019149132733 |              5 |     69073 |     2 | 126.5000000000000000 |     1.0049272705645850
    5 |  69111 |     1 | 223.0000000000000000 |     1.0324716497681928 |              5 |     69111 |     2 | 254.5000000000000000 |     1.1413642184558703
    5 |  69247 |     1 | 331.2500000000000000 |     1.0772928638770143 |              5 |     69247 |     2 | 326.5000000000000000 |     1.0547044485079602
    5 |  69455 |     1 | 328.5000000000000000 |     1.2474203407835921 |              5 |     69455 |     2 | 344.0000000000000000 |     1.0734133817330814
    5 |  69511 |     1 | 282.5000000000000000 |     1.4661435263104637 |              5 |     69511 |     2 | 274.6666666666666667 |     1.3507052571790558
    5 |  69841 |     1 | 284.7500000000000000 |     1.0710723135652432 |              5 |     69841 |     2 | 411.0000000000000000 |     1.2117447875814039
    5 |  69885 |     1 | 184.7500000000000000 |     1.1851786449329093 |              5 |     69885 |     2 | 429.7500000000000000 |     1.1185551062942176
    5 |  71529 |     1 | 191.0000000000000000 |     1.1155723661347120 |              5 |     71529 |     2 | 355.6666666666666667 |     1.3872504880689053
    5 |  71565 |     1 | 425.6666666666666667 |     1.1526359421709757 |              5 |     71565 |     2 | 293.0000000000000000 |     1.0681612446604573
    5 |  72633 |     1 | 352.7500000000000000 |     1.1827018977597902 |              5 |     72633 |     2 | 387.7500000000000000 |     1.0516371416084049
    5 |  72741 |     1 | 334.6666666666666667 |     1.1254446801878127 |              5 |     72741 |     2 | 267.0000000000000000 |     1.0093685073486330
    5 |  72839 |     1 | 333.7500000000000000 |     1.1209954102226127 |              5 |     72839 |     2 | 343.0000000000000000 |     1.1474121361491108
    5 |  74041 |     1 | 296.5000000000000000 |     1.0499913931229545 |              5 |     74041 |     2 | 332.0000000000000000 |     1.1013310280685633
    5 |  75289 |     1 | 263.0000000000000000 |     1.3822534868168327 |              5 |     75289 |     2 | 332.5000000000000000 |     1.1696902690592391
    5 |  75361 |     1 | 293.3333333333333333 |     1.1278081343989909 |              5 |     75361 |     2 | 256.3333333333333333 |     1.0669992127120338
    5 |  76743 |     1 | 414.0000000000000000 |     1.1132514566828261 |              5 |     76743 |     2 | 282.2500000000000000 |     1.0171576795258459
    5 |  77731 |     1 | 393.7500000000000000 |     1.0153064557691759 |              5 |     77731 |     2 | 361.5000000000000000 |     1.0729455699123237
    5 |  77755 |     1 | 272.5000000000000000 |     1.1173071543013578 |              5 |     77755 |     2 | 381.0000000000000000 |     1.0069964647085958
    5 |  77853 |     1 | 336.7500000000000000 |     1.2685751360343964 |              5 |     77853 |     2 | 382.2500000000000000 |     1.0378817057258234
    5 |  77991 |     1 | 283.5000000000000000 |     1.1747699962570159 |              5 |     77991 |     2 | 342.2500000000000000 |     1.1969004250995559
    5 |  78069 |     1 | 445.5000000000000000 |     1.0739382204028507 |              5 |     78069 |     2 | 251.5000000000000000 |     1.0962455707068946
    5 |  78291 |     1 | 303.0000000000000000 |     1.0717488314083069 |              5 |     78291 |     2 | 251.2500000000000000 |     1.1902488504920040
    5 |  79047 |     1 | 253.7500000000000000 |     1.0988568562435232 |              5 |     79047 |     2 | 357.2500000000000000 |     1.0742610952012316
    5 |  79461 |     1 | 510.7500000000000000 |     1.0351232127250631 |              5 |     79461 |     2 | 410.5000000000000000 |     1.0060331141636054
    5 |  79695 |     1 | 347.5000000000000000 |     1.1176945323198072 |              5 |     79695 |     2 | 451.0000000000000000 |     1.0230455462318137
    5 |  79945 |     1 | 210.0000000000000000 |     1.1697691175440524 |              5 |     79945 |     2 | 318.5000000000000000 |     1.0579450131065212
    5 |  80121 |     1 | 292.5000000000000000 |     1.3999363395146051 |              5 |     80121 |     2 | 434.2500000000000000 |     1.0578922786098284
    5 |  80397 |     1 | 242.5000000000000000 |     1.4788071972401526 |              5 |     80397 |     2 | 293.7500000000000000 |     1.0803398578877004
    5 |  81165 |     1 | 346.2500000000000000 |     1.1973418233889011 |              5 |     81165 |     2 | 359.5000000000000000 |     1.0446769335594325
    5 |  81633 |     1 | 477.0000000000000000 |     1.3756710543838910 |              5 |     81633 |     2 | 322.3333333333333333 |     1.0445590589187084
    5 |  82317 |     1 | 414.2500000000000000 |     1.0309196051403018 |              5 |     82317 |     2 | 369.5000000000000000 |     1.0736884071105629
    5 |  83157 |     1 | 343.2500000000000000 |     1.1188202363985288 |              5 |     83157 |     2 | 325.7500000000000000 |     1.2283892101286846
    5 |  83911 |     1 | 388.7500000000000000 |     1.0903260882216952 |              5 |     83911 |     2 | 224.0000000000000000 |     1.1684409719138304
    5 |  84005 |     1 | 324.0000000000000000 |     1.0722543830510833 |              5 |     84005 |     2 | 190.6666666666666667 |     1.2345838948874948
    5 |  84891 |     1 | 275.0000000000000000 |     1.0380146338878327 |              5 |     84891 |     2 | 226.0000000000000000 |     1.4487147322508053
    5 |  85657 |     1 | 300.0000000000000000 |     1.0640488710580933 |              5 |     85657 |     2 | 165.5000000000000000 |     1.5082721636071239
    5 |  86685 |     1 | 318.7500000000000000 |     1.4093839039077082 |              5 |     86685 |     2 | 294.7500000000000000 |     1.4922876141663511
    5 |  87147 |     1 | 277.5000000000000000 |     1.3618014362602378 |              5 |     87147 |     2 | 167.2500000000000000 |     1.3907858598109297
    5 |  87443 |     1 | 389.0000000000000000 |     1.0836118486976555 |              5 |     87443 |     2 | 164.5000000000000000 |     1.0978494512688693
    5 |  87919 |     1 | 196.5000000000000000 |     1.2087308576176183 |              5 |     87919 |     2 | 276.7500000000000000 |     1.0488957659029449
    5 |  88017 |     1 | 463.2500000000000000 |     1.0384671373247620 |              5 |     88017 |     2 | 441.0000000000000000 |     1.1672873848158889
    5 |  88325 |     1 | 369.6666666666666667 |     1.1079333557054256 |              5 |     88325 |     2 | 390.5000000000000000 |     1.0515389115255160
    5 |  88511 |     1 | 319.7500000000000000 |     1.0490490260589054 |              5 |     88511 |     2 | 284.0000000000000000 |     1.4778333030396549
    5 |  88847 |     1 | 368.7500000000000000 |     1.1626750335949831 |              5 |     88847 |     2 | 364.7500000000000000 |     1.1673060502621275
    5 |  89193 |     1 | 443.2500000000000000 |     1.0906665503630051 |              5 |     89193 |     2 | 423.6666666666666667 |     1.0208308507780787
    5 |  89337 |     1 | 321.2500000000000000 |     1.2144583287141541 |              5 |     89337 |     2 | 230.0000000000000000 |     1.4971491497374435
    5 |  89455 |     1 | 411.0000000000000000 |     1.0152897223852530 |              5 |     89455 |     2 | 364.0000000000000000 |     1.2280270996607143
    5 |  89727 |     1 | 204.0000000000000000 |     1.2824975933285441 |              5 |     89727 |     2 | 393.0000000000000000 |     1.1038643830334275
    5 |  89845 |     1 | 486.2500000000000000 |     1.0169859887955702 |              5 |     89845 |     2 | 288.7500000000000000 |     1.5795432064969004
    5 |  90433 |     1 | 332.0000000000000000 |     1.2248374630365813 |              5 |     90433 |     2 | 248.5000000000000000 |     1.0851296478624145
    5 |  90913 |     1 | 291.5000000000000000 |     1.0774764444800892 |              5 |     90913 |     2 | 381.6666666666666667 |     1.1193058894628541
    5 |  91225 |     1 | 362.7500000000000000 |     1.0624054458405982 |              5 |     91225 |     2 | 355.7500000000000000 |     1.1955250193439775
    5 |  91523 |     1 | 338.7500000000000000 |     1.0266652649456502 |              5 |     91523 |     2 | 408.5000000000000000 |     1.0691043583658164
    5 |  91885 |     1 | 349.3333333333333333 |     1.0884539935301365 |              5 |     91885 |     2 | 391.5000000000000000 |     1.0826334503976731
    5 |  92345 |     1 | 303.7500000000000000 |     1.4378237271455473 |              5 |     92345 |     2 | 329.5000000000000000 |     1.2532697365912534
    5 |  92413 |     1 | 401.7500000000000000 |     1.0050979807051077 |              5 |     92413 |     2 | 175.7500000000000000 |     1.2736345696153570
    5 |  94309 |     1 | 384.5000000000000000 |     1.0155760979501092 |              5 |     94309 |     2 | 520.5000000000000000 |     1.2566258839530375
    5 |  94857 |     1 | 204.6666666666666667 |     1.0146213805937883 |              5 |     94857 |     2 | 220.0000000000000000 |     1.2395680399315864
    5 |  95347 |     1 | 487.0000000000000000 |     1.0098675916159055 |              5 |     95347 |     2 | 262.2500000000000000 |     1.2389386259642669
    5 |  95469 |     1 | 298.3333333333333333 |     1.2409540351629050 |              5 |     95469 |     2 | 381.2500000000000000 |     1.0322844471318846
    5 |  96733 |     1 | 368.5000000000000000 |     1.1207488859369715 |              5 |     96733 |     2 | 325.2500000000000000 |     1.3060356169768209
    5 |  97071 |     1 | 266.5000000000000000 |     1.2033683938020413 |              5 |     97071 |     2 | 394.5000000000000000 |     1.0481052689771635
    5 |  97383 |     1 | 308.5000000000000000 |     1.0545379764647877 |              5 |     97383 |     2 | 210.5000000000000000 |     1.1238777853559002
    5 |  97465 |     1 | 244.0000000000000000 |     1.2574734041635328 |              5 |     97465 |     2 | 431.5000000000000000 |     1.0280435608636385
    5 |  98585 |     1 | 372.6666666666666667 |     1.2216151335371136 |              5 |     98585 |     2 | 277.5000000000000000 |     1.0917769193871856
    5 |  98739 |     1 | 262.2500000000000000 |     1.1745565715806368 |              5 |     98739 |     2 | 196.0000000000000000 |     1.1010601267636837
    5 |  98817 |     1 | 239.5000000000000000 |     1.1931004492130647 |              5 |     98817 |     2 | 281.2500000000000000 |     1.4471806335106311
    5 | 100139 |     1 | 357.0000000000000000 |     1.0259980746628347 |              5 |    100139 |     2 | 348.5000000000000000 |     1.1721901344343099
    5 | 101343 |     1 | 350.2500000000000000 |     1.1344893651442056 |              5 |    101343 |     2 | 456.0000000000000000 |     1.1909166841036579
    5 | 101349 |     1 | 316.7500000000000000 |     1.3488223891913907 |              5 |    101349 |     2 | 348.3333333333333333 |     1.0649298967915550
    5 | 102113 |     1 | 362.0000000000000000 |     1.0125958048666077 |              5 |    102113 |     2 | 216.5000000000000000 |     1.3544202774563326
    5 | 102149 |     1 | 440.2500000000000000 |     1.1422253494666530 |              5 |    102149 |     2 | 320.2500000000000000 |     1.0748334495106542
    5 | 102159 |     1 | 312.7500000000000000 |     1.3354884592518305 |              5 |    102159 |     2 | 309.5000000000000000 |     1.1136798486999483
    5 | 102951 |     1 | 309.2500000000000000 |     1.0761151060935715 |              5 |    102951 |     2 | 356.6666666666666667 |     1.4482179181463131
    5 | 104167 |     1 | 271.2500000000000000 |     1.5196942845744959 |              5 |    104167 |     2 | 323.5000000000000000 |     1.3995560217790386
    5 | 104211 |     1 | 488.5000000000000000 |     1.1391873834059632 |              5 |    104211 |     2 | 345.2500000000000000 |     1.2795114962606140
    5 | 104801 |     1 | 269.5000000000000000 |     1.1691413239091466 |              5 |    104801 |     2 | 278.5000000000000000 |     1.0960155923252029
    5 | 104977 |     1 | 345.2500000000000000 |     1.0271679550639160 |              5 |    104977 |     2 | 440.5000000000000000 |     1.0543305987979319
    5 | 105333 |     1 | 351.0000000000000000 |     1.2789992161113134 |              5 |    105333 |     2 | 302.6666666666666667 |     1.2813435311172324
    5 | 105393 |     1 | 349.0000000000000000 |     1.0470103805702521 |              5 |    105393 |     2 | 385.0000000000000000 |     1.0690512784041974
    5 | 105869 |     1 | 386.7500000000000000 |     1.0854543143887498 |              5 |    105869 |     2 | 233.7500000000000000 |     1.5028464576871957
    5 | 106043 |     1 | 261.7500000000000000 |     1.0370100388794422 |              5 |    106043 |     2 | 324.0000000000000000 |     1.1748007210747130
    5 | 106073 |     1 | 370.2500000000000000 |     1.0724590763844051 |              5 |    106073 |     2 | 347.0000000000000000 |     1.4726309377876427
    5 | 106267 |     1 | 272.3333333333333333 |     1.2805932842696365 |              5 |    106267 |     2 | 386.0000000000000000 |     1.1038316642608446
    5 | 106371 |     1 | 361.7500000000000000 |     1.0772851511689869 |              5 |    106371 |     2 | 266.0000000000000000 |     1.0187530625233684
    5 | 106873 |     1 | 450.6666666666666667 |     1.0345719081446627 |              5 |    106873 |     2 | 228.6666666666666667 |     1.3233422099476093
    5 | 107141 |     1 | 492.0000000000000000 |     1.0158427326983049 |              5 |    107141 |     2 | 258.2500000000000000 |     1.1510513302273611
    5 | 107213 |     1 | 268.0000000000000000 |     1.2720250864658694 |              5 |    107213 |     2 | 469.5000000000000000 |     1.0354366298116166
    5 | 107543 |     1 | 261.0000000000000000 |     1.2542300334121341 |              5 |    107543 |     2 | 256.7500000000000000 |     1.0135185968838832
    5 | 108269 |     1 | 357.0000000000000000 |     1.0558180634305182 |              5 |    108269 |     2 | 307.5000000000000000 |     1.1147484913646276
    5 | 108643 |     1 | 228.5000000000000000 |     1.6981114676181488 |              5 |    108643 |     2 | 313.2500000000000000 |     1.0496059572862123
    5 | 109373 |     1 | 438.0000000000000000 |     1.0250378794170982 |              5 |    109373 |     2 | 305.5000000000000000 |     1.3788278999997938
    5 | 110379 |     1 | 254.7500000000000000 |     1.7639596619363572 |              5 |    110379 |     2 | 324.0000000000000000 |     1.2904409202411512
    5 | 110391 |     1 | 337.7500000000000000 |     1.1386110460060429 |              5 |    110391 |     2 | 386.5000000000000000 |     1.0214091054203260
    5 | 110567 |     1 | 410.6666666666666667 |     1.2439925108164627 |              5 |    110567 |     2 | 315.0000000000000000 |     1.0395698472792159
    5 | 112067 |     1 | 174.3333333333333333 |     1.2106149915953461 |              5 |    112067 |     2 | 303.0000000000000000 |     1.0953251277267921
    5 | 112389 |     1 | 287.7500000000000000 |     1.6537570523204275 |              5 |    112389 |     2 |  91.3333333333333333 |     1.2063851913465985
    5 | 112991 |     1 | 314.0000000000000000 |     1.6163259681386433 |              5 |    112991 |     2 | 252.6666666666666667 |     1.0115241250450765
    5 | 113759 |     1 | 225.0000000000000000 |     1.5323152820019733 |              5 |    113759 |     2 | 299.0000000000000000 |     1.3978892921888294
    5 | 114085 |     1 | 281.2500000000000000 |     1.6432703716684267 |              5 |    114085 |     2 | 273.0000000000000000 |     1.0601848910038681
    5 | 114101 |     1 | 458.7500000000000000 |     1.0196049846404120 |              5 |    114101 |     2 | 293.7500000000000000 |     1.5242509632418519
    5 | 114185 |     1 | 307.0000000000000000 |     1.0293606279564691 |              5 |    114185 |     2 | 439.2500000000000000 |     1.0304400550715128
    5 | 115357 |     1 | 343.5000000000000000 |     1.1089359579543115 |              5 |    115357 |     2 | 347.0000000000000000 |     1.3499864581241124
    5 | 115553 |     1 | 320.0000000000000000 |     1.0669789175127438 |              5 |    115553 |     2 | 363.0000000000000000 |     1.0939888445515234
    5 | 115627 |     1 | 359.3333333333333333 |     1.2523634294363237 |              5 |    115627 |     2 | 460.0000000000000000 |     1.0062423313941848
    5 | 115749 |     1 | 285.2500000000000000 |     1.2846688627541805 |              5 |    115749 |     2 | 400.0000000000000000 |     1.3859292911256325
    5 | 115939 |     1 | 271.2500000000000000 |     1.2581186441431594 |              5 |    115939 |     2 | 191.5000000000000000 |     1.4564385880265587
    5 | 117387 |     1 | 241.0000000000000000 |     1.2722562803019917 |              5 |    117387 |     2 | 323.2500000000000000 |     1.0815103535119783
    5 | 118601 |     1 | 483.5000000000000000 | 1.00029386823807445708 |              5 |    118601 |     2 | 356.2500000000000000 |     1.0809420253903775
    5 | 119463 |     1 | 366.7500000000000000 |     1.0715188472014206 |              5 |    119463 |     2 | 520.0000000000000000 |     1.0260079471876942
    5 | 120311 |     1 | 366.2500000000000000 |     1.1691542286732341 |              5 |    120311 |     2 | 338.6666666666666667 |     1.2557801599872579
    5 | 120465 |     1 | 286.5000000000000000 |     1.3025278256421850 |              5 |    120465 |     2 | 298.6666666666666667 |     1.0739907283502344
    5 | 120725 |     1 | 289.7500000000000000 |     1.5623265732596583 |              5 |    120725 |     2 | 491.2500000000000000 |     1.0216428320693150
    5 | 120887 |     1 | 254.0000000000000000 |     1.2942440586955394 |              5 |    120887 |     2 | 353.2500000000000000 |     1.0289306083291210
    5 | 120935 |     1 | 323.0000000000000000 |     1.0167957569561610 |              5 |    120935 |     2 | 277.0000000000000000 |     1.1586816804394152
    5 | 121265 |     1 | 344.0000000000000000 |     1.1528817132806890 |              5 |    121265 |     2 | 381.5000000000000000 |     1.0807711679687864
    5 | 121307 |     1 | 262.3333333333333333 |     1.1180135907330038 |              5 |    121307 |     2 | 299.0000000000000000 |     1.0946660813571371
    5 | 122319 |     1 | 178.0000000000000000 |     1.0509072315586461 |              5 |    122319 |     2 | 401.6666666666666667 |     1.1462056085409237
    5 | 122673 |     1 | 471.5000000000000000 |     1.4052153848818558 |              5 |    122673 |     2 | 426.2500000000000000 |     1.0454087670382639
    5 | 122719 |     1 | 331.0000000000000000 |     1.2976244062789909 |              5 |    122719 |     2 | 331.3333333333333333 |     1.0145574733017284
    5 | 122865 |     1 | 333.7500000000000000 |     1.1485765618408030 |              5 |    122865 |     2 | 333.0000000000000000 |     1.0274528032306246
    5 | 122993 |     1 | 466.5000000000000000 |     1.2141319008154877 |              5 |    122993 |     2 | 434.0000000000000000 |     1.1554145110515668
    5 | 123425 |     1 | 361.7500000000000000 |     1.0516933308253462 |              5 |    123425 |     2 | 271.2500000000000000 |     1.4660436004448479
    5 | 124197 |     1 | 277.2500000000000000 |     1.0848950829159243 |              5 |    124197 |     2 | 366.3333333333333333 |     1.4366558079783248
    5 | 124775 |     1 | 396.2500000000000000 |     1.0867557486544353 |              5 |    124775 |     2 | 184.2500000000000000 |     1.0446633359978507
